longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-117.720.000,34.090.000,33.000.000,4.979.000.000,934.000.000,2.575.000.000,874.000.000,3.795.800,152.500.000.000
-118.190.000,34.080.000,35.000.000,1.554.000.000,381.000.000,1.487.000.000,374.000.000,1.903.800,139.500.000.000
-122.240.000,38.110.000,42.000.000,1.743.000.000,388.000.000,889.000.000,341.000.000,2.324.100,99.200.000.000
-121.810.000,37.230.000,17.000.000,2.319.000.000,324.000.000,1.076.000.000,338.000.000,6.466.400,278.300.000.000
-118.340.000,34.180.000,45.000.000,3.046.000.000,633.000.000,1.448.000.000,599.000.000,3.240.000,226.900.000.000
-120.570.000,38.200.000,13.000.000,4.110.000.000,847.000.000,1.796.000.000,706.000.000,2.641.700,122.300.000.000
-120.450.000,34.640.000,30.000.000,2.330.000.000,422.000.000,1.255.000.000,449.000.000,3.851.200,134.600.000.000
-118.250.000,33.950.000,25.000.000,764.000.000,200.000.000,801.000.000,220.000.000,1.138.400,100.000.000.000
-117.950.000,33.900.000,15.000.000,3.057.000.000,479.000.000,1.679.000.000,498.000.000,6.842.900,372.600.000.000
-117.200.000,33.120.000,18.000.000,4.372.000.000,736.000.000,1.473.000.000,675.000.000,5.119.400,247.800.000.000
-117.300.000,34.530.000,38.000.000,1.643.000.000,489.000.000,1.196.000.000,406.000.000,1.227.500,64.100.000.000
-121.870.000,37.270.000,18.000.000,3.561.000.000,560.000.000,1.753.000.000,553.000.000,5.029.200,269.400.000.000
-118.280.000,34.030.000,40.000.000,2.118.000.000,796.000.000,2.195.000.000,658.000.000,1.797.600,164.600.000.000
-119.770.000,36.440.000,26.000.000,1.727.000.000,289.000.000,802.000.000,259.000.000,3.208.300,75.000.000.000
-122.380.000,40.090.000,16.000.000,2.077.000.000,388.000.000,1.155.000.000,389.000.000,3.136.100,84.800.000.000
-118.900.000,34.180.000,14.000.000,2.627.000.000,328.000.000,1.121.000.000,328.000.000,7.050.400,333.800.000.000
-121.010.000,37.250.000,16.000.000,2.216.000.000,458.000.000,1.135.000.000,424.000.000,2.731.600,97.500.000.000
-116.980.000,32.720.000,15.000.000,4.209.000.000,680.000.000,1.914.000.000,641.000.000,4.513.500,158.300.000.000
-119.980.000,38.920.000,28.000.000,1.408.000.000,312.000.000,522.000.000,221.000.000,2.070.800,89.600.000.000
-121.930.000,37.720.000,26.000.000,2.806.000.000,459.000.000,1.453.000.000,444.000.000,4.910.700,213.800.000.000
-117.640.000,34.090.000,34.000.000,2.839.000.000,659.000.000,1.822.000.000,631.000.000,3.050.000,121.300.000.000
-119.850.000,37.390.000,14.000.000,2.744.000.000,555.000.000,1.153.000.000,474.000.000,2.753.000,111.100.000.000
-118.200.000,33.980.000,43.000.000,1.091.000.000,320.000.000,1.418.000.000,316.000.000,2.152.200,159.400.000.000
-120.830.000,37.070.000,16.000.000,3.736.000.000,761.000.000,1.942.000.000,730.000.000,2.559.800,120.200.000.000
-117.070.000,32.580.000,25.000.000,1.607.000.000,280.000.000,899.000.000,260.000.000,3.819.400,134.400.000.000
-119.050.000,35.340.000,14.000.000,3.580.000.000,984.000.000,1.933.000.000,912.000.000,2.663.700,175.000.000.000
-117.570.000,34.150.000,3.000.000,12.806.000.000,2.219.000.000,4.249.000.000,1.499.000.000,5.485.000,343.100.000.000
-121.370.000,38.670.000,36.000.000,1.786.000.000,338.000.000,974.000.000,319.000.000,2.555.000,72.700.000.000
-122.180.000,37.700.000,36.000.000,2.639.000.000,533.000.000,1.209.000.000,519.000.000,4.026.800,205.500.000.000
-116.940.000,32.810.000,8.000.000,2.517.000.000,632.000.000,1.686.000.000,613.000.000,2.136.000,143.500.000.000
-121.210.000,39.240.000,7.000.000,4.194.000.000,673.000.000,1.355.000.000,566.000.000,4.370.200,226.100.000.000
-122.060.000,37.710.000,36.000.000,3.541.000.000,570.000.000,1.478.000.000,529.000.000,4.635.000,248.600.000.000
-118.440.000,34.190.000,11.000.000,2.891.000.000,951.000.000,2.166.000.000,768.000.000,2.891.000,178.100.000.000
-122.360.000,37.720.000,10.000.000,479.000.000,125.000.000,355.000.000,108.000.000,2.708.300,180.400.000.000
-121.320.000,38.620.000,29.000.000,2.430.000.000,448.000.000,1.087.000.000,394.000.000,3.086.400,177.900.000.000
-118.270.000,33.940.000,43.000.000,1.309.000.000,344.000.000,1.182.000.000,340.000.000,1.662.500,88.700.000.000
-122.040.000,37.970.000,39.000.000,1.323.000.000,245.000.000,705.000.000,261.000.000,3.196.800,151.000.000.000
-118.210.000,33.960.000,39.000.000,2.050.000.000,529.000.000,1.959.000.000,485.000.000,2.138.900,168.900.000.000
-117.200.000,33.580.000,2.000.000,30.450.000.000,5.033.000.000,9.419.000.000,3.197.000.000,4.593.600,174.300.000.000
-120.500.000,37.370.000,18.000.000,8.606.000.000,1.678.000.000,5.303.000.000,1.644.000.000,2.401.200,79.700.000.000
-118.170.000,33.980.000,36.000.000,627.000.000,177.000.000,834.000.000,175.000.000,2.984.400,163.600.000.000
-117.880.000,33.830.000,22.000.000,3.522.000.000,543.000.000,1.706.000.000,524.000.000,6.468.500,241.200.000.000
-118.290.000,33.990.000,46.000.000,2.198.000.000,530.000.000,2.067.000.000,497.000.000,2.054.200,103.400.000.000
-117.420.000,34.100.000,18.000.000,3.977.000.000,809.000.000,2.231.000.000,742.000.000,4.139.900,115.400.000.000
-116.960.000,32.710.000,18.000.000,2.413.000.000,533.000.000,1.129.000.000,551.000.000,2.456.700,155.000.000.000
-118.360.000,34.070.000,52.000.000,2.046.000.000,451.000.000,944.000.000,435.000.000,3.426.500,456.900.000.000
-122.260.000,38.330.000,34.000.000,2.048.000.000,316.000.000,780.000.000,267.000.000,5.815.000,339.200.000.000
-120.510.000,37.290.000,20.000.000,4.927.000.000,1.042.000.000,4.205.000.000,1.009.000.000,1.767.900,79.800.000.000
-117.940.000,33.620.000,25.000.000,1.188.000.000,264.000.000,569.000.000,249.000.000,3.660.700,500.001.000.000
-118.270.000,33.940.000,30.000.000,1.041.000.000,275.000.000,877.000.000,270.000.000,1.526.800,91.600.000.000
-117.930.000,34.090.000,37.000.000,1.185.000.000,225.000.000,769.000.000,235.000.000,4.462.500,154.200.000.000
-118.220.000,33.920.000,43.000.000,1.195.000.000,256.000.000,1.251.000.000,262.000.000,3.453.900,125.000.000.000
-121.840.000,37.320.000,16.000.000,1.866.000.000,364.000.000,1.835.000.000,412.000.000,5.336.300,212.800.000.000
-122.030.000,37.830.000,24.000.000,5.948.000.000,738.000.000,1.997.000.000,710.000.000,9.870.800,500.001.000.000
-122.460.000,38.290.000,21.000.000,2.423.000.000,560.000.000,1.098.000.000,503.000.000,2.364.000,173.300.000.000
-118.320.000,34.010.000,50.000.000,1.842.000.000,377.000.000,817.000.000,341.000.000,3.154.800,157.700.000.000
-118.020.000,33.950.000,35.000.000,2.085.000.000,400.000.000,1.112.000.000,391.000.000,3.488.600,173.900.000.000
-118.310.000,34.190.000,13.000.000,3.801.000.000,1.116.000.000,1.986.000.000,1.078.000.000,2.087.500,222.700.000.000
-117.800.000,34.100.000,13.000.000,2.996.000.000,495.000.000,1.187.000.000,464.000.000,6.245.600,161.700.000.000
-118.460.000,34.260.000,33.000.000,1.358.000.000,247.000.000,738.000.000,235.000.000,5.094.700,210.300.000.000
-121.940.000,37.340.000,41.000.000,2.151.000.000,473.000.000,1.092.000.000,469.000.000,3.732.100,250.000.000.000
-117.640.000,33.870.000,2.000.000,17.470.000.000,2.727.000.000,5.964.000.000,1.985.000.000,6.230.800,257.900.000.000
-117.900.000,34.110.000,23.000.000,4.776.000.000,1.316.000.000,4.797.000.000,1.187.000.000,2.166.700,142.600.000.000
-118.340.000,34.110.000,51.000.000,937.000.000,348.000.000,527.000.000,333.000.000,4.357.100,468.800.000.000
-122.310.000,37.560.000,45.000.000,1.685.000.000,321.000.000,815.000.000,314.000.000,4.295.500,309.700.000.000
-118.360.000,34.210.000,41.000.000,337.000.000,65.000.000,198.000.000,50.000.000,1.892.900,152.900.000.000
-122.450.000,37.710.000,45.000.000,2.253.000.000,431.000.000,1.382.000.000,392.000.000,4.256.200,221.600.000.000
-118.680.000,34.130.000,9.000.000,11.251.000.000,1.594.000.000,3.029.000.000,1.227.000.000,6.727.300,500.001.000.000
-119.640.000,36.850.000,15.000.000,2.397.000.000,353.000.000,1.258.000.000,347.000.000,4.990.400,157.300.000.000
-122.160.000,37.760.000,45.000.000,2.299.000.000,514.000.000,1.437.000.000,484.000.000,2.512.200,95.500.000.000
-117.990.000,33.670.000,19.000.000,3.808.000.000,790.000.000,1.776.000.000,756.000.000,4.625.000,282.200.000.000
-121.830.000,37.400.000,27.000.000,1.145.000.000,150.000.000,492.000.000,160.000.000,5.716.000,348.300.000.000
-118.190.000,35.050.000,14.000.000,2.992.000.000,573.000.000,1.631.000.000,526.000.000,3.745.200,83.200.000.000
-118.030.000,33.770.000,24.000.000,3.810.000.000,579.000.000,1.818.000.000,590.000.000,5.805.300,255.900.000.000
-122.260.000,37.820.000,22.000.000,3.682.000.000,1.270.000.000,2.024.000.000,1.250.000.000,1.218.500,170.000.000.000
-118.370.000,33.930.000,46.000.000,442.000.000,88.000.000,255.000.000,94.000.000,4.447.400,246.900.000.000
-118.220.000,34.050.000,43.000.000,1.153.000.000,411.000.000,1.667.000.000,409.000.000,1.940.200,139.300.000.000
-122.490.000,37.680.000,34.000.000,3.718.000.000,676.000.000,2.510.000.000,632.000.000,5.331.100,270.800.000.000
-116.510.000,33.840.000,16.000.000,980.000.000,193.000.000,454.000.000,185.000.000,4.072.900,100.000.000.000
-121.880.000,37.660.000,29.000.000,2.702.000.000,680.000.000,1.360.000.000,642.000.000,3.112.700,233.000.000.000
-122.440.000,37.800.000,52.000.000,2.869.000.000,594.000.000,500.000.000,335.000.000,5.037.600,500.001.000.000
-121.340.000,38.050.000,16.000.000,667.000.000,92.000.000,267.000.000,90.000.000,5.614.700,244.700.000.000
-117.870.000,33.840.000,16.000.000,1.545.000.000,354.000.000,730.000.000,350.000.000,4.511.200,139.000.000.000
-122.280.000,37.890.000,52.000.000,2.315.000.000,408.000.000,835.000.000,369.000.000,4.589.300,290.100.000.000
-121.830.000,37.990.000,18.000.000,2.741.000.000,449.000.000,1.507.000.000,460.000.000,4.756.600,142.500.000.000
-119.530.000,36.650.000,43.000.000,1.676.000.000,320.000.000,1.056.000.000,276.000.000,2.556.200,93.200.000.000
-117.390.000,34.090.000,10.000.000,5.736.000.000,945.000.000,3.528.000.000,932.000.000,4.395.800,130.700.000.000
-118.230.000,33.900.000,45.000.000,1.285.000.000,238.000.000,840.000.000,211.000.000,3.410.700,112.500.000.000
-121.320.000,38.670.000,21.000.000,3.455.000.000,706.000.000,1.605.000.000,704.000.000,3.138.200,91.600.000.000
-118.330.000,34.050.000,46.000.000,3.015.000.000,795.000.000,2.300.000.000,725.000.000,2.070.600,268.500.000.000
-122.210.000,37.840.000,44.000.000,3.424.000.000,597.000.000,1.358.000.000,597.000.000,6.019.400,292.300.000.000
-117.900.000,34.530.000,8.000.000,3.484.000.000,647.000.000,2.169.000.000,619.000.000,3.976.600,135.800.000.000
-122.470.000,37.510.000,15.000.000,4.974.000.000,764.000.000,2.222.000.000,774.000.000,6.760.600,364.300.000.000
-118.020.000,33.770.000,7.000.000,586.000.000,118.000.000,232.000.000,107.000.000,5.207.700,181.300.000.000
-119.730.000,34.430.000,35.000.000,2.703.000.000,654.000.000,1.383.000.000,631.000.000,4.527.800,340.400.000.000
-120.680.000,35.140.000,34.000.000,3.100.000.000,617.000.000,1.155.000.000,542.000.000,3.093.800,245.900.000.000
-122.470.000,38.290.000,14.000.000,3.732.000.000,846.000.000,1.277.000.000,775.000.000,2.565.800,208.000.000.000
-121.900.000,37.350.000,52.000.000,1.034.000.000,239.000.000,531.000.000,223.000.000,2.741.100,227.100.000.000
-121.870.000,37.260.000,17.000.000,1.051.000.000,172.000.000,446.000.000,173.000.000,5.665.200,234.500.000.000
-117.970.000,33.890.000,15.000.000,3.801.000.000,542.000.000,1.992.000.000,526.000.000,9.068.300,367.400.000.000
-116.870.000,33.910.000,37.000.000,1.858.000.000,361.000.000,1.632.000.000,310.000.000,2.753.600,73.100.000.000
-122.150.000,37.470.000,38.000.000,1.560.000.000,301.000.000,1.331.000.000,316.000.000,3.052.100,151.500.000.000
-118.310.000,34.010.000,52.000.000,2.547.000.000,475.000.000,1.417.000.000,444.000.000,1.821.400,123.200.000.000
-118.440.000,34.040.000,49.000.000,32.000.000,7.000.000,14.000.000,7.000.000,2.187.500,225.000.000.000
-118.010.000,33.850.000,29.000.000,2.064.000.000,447.000.000,1.265.000.000,400.000.000,3.886.400,209.300.000.000
-122.270.000,41.200.000,52.000.000,4.513.000.000,985.000.000,1.926.000.000,815.000.000,1.592.300,56.000.000.000
-122.320.000,37.560.000,49.000.000,2.016.000.000,299.000.000,691.000.000,288.000.000,5.549.000,500.001.000.000
-119.770.000,36.720.000,43.000.000,1.763.000.000,389.000.000,1.623.000.000,390.000.000,1.442.700,47.700.000.000
-122.140.000,37.840.000,24.000.000,2.131.000.000,343.000.000,874.000.000,373.000.000,5.634.900,355.600.000.000
-118.340.000,34.090.000,14.000.000,3.032.000.000,999.000.000,1.691.000.000,841.000.000,2.200.000,210.000.000.000
-117.610.000,34.340.000,18.000.000,5.210.000.000,912.000.000,1.301.000.000,464.000.000,4.862.300,176.900.000.000
-118.230.000,33.760.000,21.000.000,49.000.000,14.000.000,29.000.000,16.000.000,5.000.000,87.500.000.000
-117.890.000,33.770.000,32.000.000,2.342.000.000,570.000.000,1.445.000.000,453.000.000,4.195.100,195.000.000.000
-118.260.000,33.910.000,39.000.000,967.000.000,256.000.000,903.000.000,256.000.000,1.903.800,93.100.000.000
-118.400.000,33.990.000,39.000.000,1.613.000.000,380.000.000,1.113.000.000,356.000.000,2.825.000,276.700.000.000
-117.140.000,32.920.000,15.000.000,1.558.000.000,314.000.000,949.000.000,332.000.000,5.286.400,174.400.000.000
-118.150.000,33.770.000,52.000.000,2.204.000.000,498.000.000,899.000.000,445.000.000,4.176.500,393.900.000.000
-118.590.000,34.210.000,17.000.000,2.737.000.000,868.000.000,2.924.000.000,785.000.000,2.579.700,183.500.000.000
-121.370.000,36.830.000,14.000.000,3.658.000.000,612.000.000,1.951.000.000,600.000.000,4.760.000,216.000.000.000
-120.480.000,35.020.000,17.000.000,2.721.000.000,477.000.000,1.672.000.000,492.000.000,2.979.800,204.800.000.000
-118.440.000,34.210.000,41.000.000,1.440.000.000,325.000.000,1.014.000.000,322.000.000,2.875.000,168.600.000.000
-122.320.000,38.330.000,17.000.000,851.000.000,118.000.000,370.000.000,123.000.000,5.087.700,209.300.000.000
-121.870.000,37.280.000,21.000.000,3.305.000.000,749.000.000,2.459.000.000,701.000.000,3.968.800,249.600.000.000
-117.100.000,33.070.000,16.000.000,2.402.000.000,336.000.000,1.080.000.000,365.000.000,8.680.300,347.300.000.000
-118.030.000,33.760.000,25.000.000,4.650.000.000,849.000.000,2.503.000.000,790.000.000,5.742.000,221.900.000.000
-122.400.000,37.730.000,48.000.000,1.489.000.000,326.000.000,1.115.000.000,356.000.000,2.636.400,199.300.000.000
-118.340.000,34.120.000,41.000.000,3.257.000.000,679.000.000,1.237.000.000,638.000.000,4.241.500,409.600.000.000
-121.040.000,39.240.000,48.000.000,1.188.000.000,227.000.000,471.000.000,219.000.000,2.312.500,125.700.000.000
-117.970.000,33.910.000,19.000.000,8.096.000.000,1.318.000.000,3.853.000.000,1.313.000.000,6.007.600,269.500.000.000
-117.100.000,32.680.000,45.000.000,1.183.000.000,289.000.000,900.000.000,266.000.000,2.494.300,99.600.000.000
-116.610.000,33.930.000,35.000.000,321.000.000,71.000.000,157.000.000,61.000.000,2.805.600,68.100.000.000
-118.390.000,34.080.000,27.000.000,6.605.000.000,1.710.000.000,2.665.000.000,1.520.000.000,3.808.800,500.001.000.000
-121.230.000,38.650.000,19.000.000,2.926.000.000,476.000.000,1.349.000.000,480.000.000,4.643.700,212.900.000.000
-122.200.000,37.790.000,29.000.000,1.640.000.000,376.000.000,939.000.000,340.000.000,2.832.100,150.000.000.000
-117.180.000,32.830.000,23.000.000,2.105.000.000,525.000.000,1.218.000.000,484.000.000,3.375.000,184.100.000.000
-118.080.000,33.770.000,26.000.000,2.461.000.000,562.000.000,971.000.000,544.000.000,2.194.400,87.500.000.000
-120.450.000,34.660.000,7.000.000,3.329.000.000,504.000.000,1.462.000.000,452.000.000,4.787.500,198.300.000.000
-117.820.000,33.680.000,4.000.000,1.346.000.000,213.000.000,603.000.000,219.000.000,8.797.400,360.600.000.000
-121.920.000,36.610.000,27.000.000,1.619.000.000,352.000.000,831.000.000,344.000.000,4.300.000,226.400.000.000
-122.010.000,37.530.000,19.000.000,4.572.000.000,712.000.000,2.346.000.000,709.000.000,6.066.700,245.700.000.000
-118.270.000,33.950.000,34.000.000,987.000.000,248.000.000,902.000.000,221.000.000,2.336.500,98.000.000.000
-119.960.000,38.940.000,27.000.000,1.492.000.000,393.000.000,717.000.000,254.000.000,1.890.600,104.200.000.000
-121.420.000,36.570.000,13.000.000,2.685.000.000,621.000.000,2.474.000.000,573.000.000,2.877.500,134.100.000.000
-120.960.000,37.660.000,15.000.000,2.485.000.000,434.000.000,1.296.000.000,434.000.000,3.854.200,145.200.000.000
-118.650.000,34.200.000,23.000.000,7.480.000.000,1.084.000.000,3.037.000.000,1.058.000.000,6.922.300,338.400.000.000
-122.310.000,38.000.000,29.000.000,3.108.000.000,534.000.000,1.687.000.000,516.000.000,4.333.300,170.800.000.000
-118.350.000,34.070.000,48.000.000,890.000.000,255.000.000,434.000.000,232.000.000,3.611.100,450.000.000.000
-118.190.000,33.790.000,29.000.000,3.497.000.000,1.096.000.000,2.994.000.000,919.000.000,1.810.900,137.500.000.000
-122.140.000,37.410.000,35.000.000,2.419.000.000,426.000.000,949.000.000,433.000.000,6.458.800,437.100.000.000
-119.810.000,36.710.000,25.000.000,1.026.000.000,221.000.000,789.000.000,183.000.000,1.562.500,52.800.000.000
-117.180.000,32.680.000,29.000.000,1.539.000.000,344.000.000,556.000.000,289.000.000,3.250.000,500.001.000.000
-117.770.000,34.080.000,27.000.000,5.929.000.000,932.000.000,2.817.000.000,828.000.000,6.043.400,214.800.000.000
-118.110.000,33.860.000,33.000.000,2.389.000.000,410.000.000,1.229.000.000,393.000.000,5.388.900,234.900.000.000
-118.280.000,34.090.000,52.000.000,1.739.000.000,464.000.000,938.000.000,482.000.000,2.442.900,228.800.000.000
-117.930.000,34.040.000,30.000.000,1.336.000.000,239.000.000,905.000.000,253.000.000,4.885.400,178.100.000.000
-117.050.000,32.760.000,37.000.000,4.879.000.000,906.000.000,2.076.000.000,871.000.000,3.662.500,154.800.000.000
-118.250.000,33.870.000,18.000.000,6.812.000.000,1.263.000.000,3.704.000.000,1.216.000.000,4.250.000,169.200.000.000
-122.410.000,37.780.000,52.000.000,254.000.000,72.000.000,153.000.000,29.000.000,3.862.500,350.000.000.000
-119.720.000,34.470.000,34.000.000,3.262.000.000,533.000.000,1.265.000.000,502.000.000,5.841.100,381.800.000.000
-118.120.000,34.150.000,22.000.000,1.671.000.000,480.000.000,1.005.000.000,443.000.000,3.011.900,171.400.000.000
-122.210.000,37.830.000,40.000.000,4.991.000.000,674.000.000,1.616.000.000,654.000.000,7.554.400,411.500.000.000
-119.380.000,36.560.000,14.000.000,3.965.000.000,804.000.000,1.945.000.000,733.000.000,2.690.600,95.300.000.000
-118.380.000,34.280.000,22.000.000,4.428.000.000,825.000.000,3.152.000.000,836.000.000,4.793.200,166.300.000.000
-117.340.000,34.120.000,26.000.000,1.008.000.000,164.000.000,568.000.000,196.000.000,3.351.600,105.600.000.000
-122.060.000,37.390.000,22.000.000,1.236.000.000,290.000.000,413.000.000,274.000.000,3.687.500,40.000.000.000
-118.460.000,34.070.000,49.000.000,2.418.000.000,301.000.000,850.000.000,318.000.000,14.286.700,500.001.000.000
-117.900.000,34.150.000,21.000.000,2.056.000.000,461.000.000,1.332.000.000,429.000.000,3.394.200,212.800.000.000
-123.470.000,39.800.000,18.000.000,2.130.000.000,545.000.000,863.000.000,346.000.000,2.357.100,79.200.000.000
-121.910.000,37.250.000,31.000.000,1.944.000.000,343.000.000,975.000.000,334.000.000,4.920.500,240.500.000.000
-122.320.000,38.320.000,22.000.000,2.483.000.000,528.000.000,1.478.000.000,492.000.000,4.087.800,164.400.000.000
-118.140.000,33.880.000,30.000.000,2.596.000.000,580.000.000,1.662.000.000,539.000.000,4.050.700,179.500.000.000
-117.820.000,33.810.000,25.000.000,2.662.000.000,402.000.000,1.247.000.000,401.000.000,5.439.500,244.000.000.000
-118.270.000,34.070.000,38.000.000,1.270.000.000,556.000.000,1.692.000.000,450.000.000,1.870.000,170.800.000.000
-117.440.000,33.950.000,31.000.000,914.000.000,177.000.000,556.000.000,161.000.000,3.734.400,115.300.000.000
-118.100.000,34.070.000,36.000.000,1.240.000.000,349.000.000,1.383.000.000,338.000.000,2.493.100,170.300.000.000
-121.830.000,37.370.000,43.000.000,1.461.000.000,284.000.000,800.000.000,258.000.000,3.227.900,182.400.000.000
-120.900.000,35.330.000,16.000.000,1.576.000.000,287.000.000,595.000.000,262.000.000,3.588.000,266.300.000.000
-121.750.000,36.920.000,48.000.000,1.801.000.000,353.000.000,1.071.000.000,361.000.000,3.600.000,194.500.000.000
-117.910.000,33.650.000,24.000.000,885.000.000,321.000.000,590.000.000,254.000.000,2.625.000,217.900.000.000
-117.200.000,32.800.000,33.000.000,2.573.000.000,436.000.000,1.084.000.000,443.000.000,4.241.700,294.100.000.000
-118.230.000,34.180.000,43.000.000,1.708.000.000,280.000.000,768.000.000,276.000.000,6.207.000,457.400.000.000
-118.320.000,33.930.000,34.000.000,1.536.000.000,273.000.000,804.000.000,287.000.000,4.961.500,157.800.000.000
-117.760.000,34.120.000,16.000.000,9.020.000.000,1.509.000.000,3.575.000.000,1.486.000.000,4.241.500,275.700.000.000
-118.450.000,34.230.000,25.000.000,4.393.000.000,1.369.000.000,3.781.000.000,1.267.000.000,2.583.300,183.700.000.000
-122.450.000,41.280.000,15.000.000,2.740.000.000,503.000.000,1.188.000.000,445.000.000,3.451.900,128.800.000.000
-118.330.000,34.010.000,43.000.000,2.227.000.000,564.000.000,956.000.000,472.000.000,2.021.700,187.500.000.000
-124.160.000,40.790.000,46.000.000,3.042.000.000,597.000.000,1.206.000.000,541.000.000,2.113.500,90.600.000.000
-118.140.000,34.060.000,37.000.000,1.339.000.000,258.000.000,706.000.000,238.000.000,4.756.900,253.800.000.000
-121.140.000,38.770.000,15.000.000,10.282.000.000,1.333.000.000,3.868.000.000,1.300.000.000,6.478.900,287.800.000.000
-117.750.000,33.830.000,14.000.000,2.452.000.000,296.000.000,954.000.000,275.000.000,8.237.500,388.300.000.000
-122.120.000,37.690.000,30.000.000,1.197.000.000,269.000.000,695.000.000,279.000.000,3.437.500,157.800.000.000
-117.790.000,34.070.000,33.000.000,1.694.000.000,333.000.000,1.689.000.000,301.000.000,3.758.300,116.300.000.000
-118.410.000,34.090.000,37.000.000,2.716.000.000,302.000.000,809.000.000,291.000.000,15.000.100,500.001.000.000
-118.530.000,34.440.000,19.000.000,1.285.000.000,195.000.000,650.000.000,193.000.000,6.039.800,217.800.000.000
-120.780.000,38.740.000,28.000.000,4.236.000.000,877.000.000,2.008.000.000,881.000.000,2.160.300,111.300.000.000
-122.350.000,37.580.000,26.000.000,854.000.000,246.000.000,396.000.000,231.000.000,2.839.300,375.000.000.000
-119.720.000,36.820.000,15.000.000,946.000.000,239.000.000,550.000.000,246.000.000,2.263.900,52.500.000.000
-118.140.000,34.010.000,42.000.000,1.973.000.000,510.000.000,1.841.000.000,502.000.000,2.532.600,156.500.000.000
-117.120.000,32.750.000,25.000.000,2.222.000.000,634.000.000,1.025.000.000,568.000.000,1.640.000,130.000.000.000
-117.900.000,34.130.000,37.000.000,1.801.000.000,422.000.000,1.564.000.000,425.000.000,3.159.700,133.000.000.000
-117.390.000,33.690.000,5.000.000,6.529.000.000,997.000.000,3.464.000.000,1.006.000.000,5.327.500,168.700.000.000
-122.450.000,40.610.000,17.000.000,785.000.000,155.000.000,417.000.000,136.000.000,2.328.900,58.200.000.000
-117.120.000,34.210.000,19.000.000,4.641.000.000,994.000.000,1.334.000.000,474.000.000,4.597.200,123.900.000.000
-122.760.000,38.460.000,14.000.000,4.742.000.000,756.000.000,2.149.000.000,732.000.000,4.515.200,199.200.000.000
-118.190.000,34.120.000,46.000.000,3.387.000.000,820.000.000,2.833.000.000,813.000.000,2.987.000,176.900.000.000
-118.310.000,34.060.000,36.000.000,369.000.000,147.000.000,145.000.000,136.000.000,880.400,450.000.000.000
-122.340.000,37.950.000,45.000.000,1.128.000.000,240.000.000,702.000.000,270.000.000,3.671.900,134.100.000.000
-118.220.000,34.660.000,17.000.000,3.810.000.000,662.000.000,1.867.000.000,586.000.000,4.900.000,152.400.000.000
-118.290.000,34.050.000,40.000.000,907.000.000,349.000.000,1.426.000.000,323.000.000,1.857.100,143.800.000.000
-117.960.000,33.870.000,37.000.000,1.785.000.000,360.000.000,1.155.000.000,403.000.000,4.798.400,175.800.000.000
-119.570.000,34.380.000,22.000.000,2.512.000.000,426.000.000,919.000.000,341.000.000,5.759.000,425.000.000.000
-118.280.000,33.750.000,41.000.000,1.305.000.000,381.000.000,1.384.000.000,369.000.000,2.450.000,186.800.000.000
-121.890.000,38.010.000,32.000.000,1.000.000.000,188.000.000,663.000.000,212.000.000,4.097.200,99.200.000.000
-118.130.000,34.160.000,52.000.000,1.872.000.000,357.000.000,984.000.000,364.000.000,4.000.000,250.400.000.000
-118.040.000,34.180.000,37.000.000,3.134.000.000,532.000.000,1.220.000.000,508.000.000,5.286.500,455.400.000.000
-123.220.000,39.160.000,32.000.000,1.149.000.000,187.000.000,499.000.000,208.000.000,3.658.700,154.600.000.000
-120.690.000,38.440.000,13.000.000,1.473.000.000,265.000.000,597.000.000,228.000.000,4.291.700,121.300.000.000
-118.040.000,33.800.000,33.000.000,2.685.000.000,466.000.000,1.359.000.000,476.000.000,5.026.100,245.100.000.000
-119.800.000,36.730.000,45.000.000,925.000.000,231.000.000,797.000.000,228.000.000,1.701.100,44.800.000.000
-117.490.000,33.910.000,17.000.000,5.364.000.000,1.020.000.000,3.754.000.000,936.000.000,3.285.700,139.100.000.000
-118.340.000,34.010.000,37.000.000,4.291.000.000,1.102.000.000,1.941.000.000,953.000.000,1.794.500,106.300.000.000
-118.370.000,34.190.000,41.000.000,2.924.000.000,867.000.000,2.751.000.000,836.000.000,2.100.000,171.600.000.000
-117.270.000,34.450.000,8.000.000,6.463.000.000,1.095.000.000,3.213.000.000,1.031.000.000,3.221.500,108.800.000.000
-120.450.000,34.870.000,4.000.000,1.533.000.000,221.000.000,545.000.000,191.000.000,7.569.600,328.700.000.000
-122.320.000,37.520.000,26.000.000,4.042.000.000,591.000.000,1.611.000.000,578.000.000,8.469.300,419.200.000.000
-121.420.000,38.490.000,17.000.000,13.180.000.000,2.444.000.000,7.235.000.000,2.335.000.000,3.363.000,103.000.000.000
-115.570.000,32.780.000,29.000.000,2.321.000.000,367.000.000,1.173.000.000,360.000.000,4.037.500,86.400.000.000
-118.470.000,33.990.000,52.000.000,2.167.000.000,622.000.000,1.095.000.000,570.000.000,2.851.400,358.700.000.000
-118.270.000,33.960.000,42.000.000,796.000.000,203.000.000,697.000.000,177.000.000,2.037.000,92.600.000.000
-118.050.000,33.900.000,41.000.000,550.000.000,129.000.000,642.000.000,125.000.000,1.875.000,119.900.000.000
-118.960.000,35.400.000,28.000.000,4.667.000.000,875.000.000,2.404.000.000,841.000.000,3.232.500,89.000.000.000
